number,name,chapter,verse,text
13,1 chronicles,2,31,And the sons of Appaim; Ishi. And the sons of Ishi; Sheshan. And the children of Sheshan; Ahlai.
13,1 chronicles,2,32,"And the sons of Jada the brother of Shammai; Jether, and Jonathan: and Jether died without children."
13,1 chronicles,2,33,"And the sons of Jonathan; Peleth, and Zaza. These were the sons of Jerahmeel."
13,1 chronicles,2,34,"Now Sheshan had no sons, but daughters. And Sheshan had a servant, an Egyptian, whose name was Jarha."
13,1 chronicles,2,35,And Sheshan gave his daughter to Jarha his servant to wife; and she bare him Attai.
13,1 chronicles,2,36,"And Attai begat Nathan, and Nathan begat Zabad,"
13,1 chronicles,2,37,"And Zabad begat Ephlal, and Ephlal begat Obed,"
13,1 chronicles,2,38,"And Obed begat Jehu, and Jehu begat Azariah,"
13,1 chronicles,2,39,"And Azariah begat Helez, and Helez begat Eleasah,"
13,1 chronicles,2,40,"And Eleasah begat Sisamai, and Sisamai begat Shallum,"
13,1 chronicles,2,41,"And Shallum begat Jekamiah, and Jekamiah begat Elishama."
13,1 chronicles,2,42,"Now the sons of Caleb the brother of Jerahmeel were, Mesha his firstborn, which was the father of Ziph; and the sons of Mareshah the father of Hebron."
13,1 chronicles,2,43,"And the sons of Hebron; Korah, and Tappuah, and Rekem, and Shema."
13,1 chronicles,2,44,"And Shema begat Raham, the father of Jorkoam: and Rekem begat Shammai."
13,1 chronicles,2,45,And the son of Shammai was Maon: and Maon was the father of Bethzur.
13,1 chronicles,2,46,"And Ephah, Caleb's concubine, bare Haran, and Moza, and Gazez: and Haran begat Gazez."
13,1 chronicles,2,47,"And the sons of Jahdai; Regem, and Jotham, and Gesham, and Pelet, and Ephah, and Shaaph."
13,1 chronicles,2,48,"Maachah, Caleb's concubine, bare Sheber, and Tirhanah."
13,1 chronicles,2,49,"She bare also Shaaph the father of Madmannah, Sheva the father of Machbenah, and the father of Gibea: and the daughter of Caleb was Achsa."
13,1 chronicles,2,50,"These were the sons of Caleb the son of Hur, the firstborn of Ephratah; Shobal the father of Kirjathjearim."
13,1 chronicles,2,51,"Salma the father of Bethlehem, Hareph the father of Bethgader."
13,1 chronicles,2,52,"And Shobal the father of Kirjathjearim had sons; Haroeh, and half of the Manahethites."
13,1 chronicles,2,53,"And the families of Kirjathjearim; the Ithrites, and the Puhites, and the Shumathites, and the Mishraites; of them came the Zareathites, and the Eshtaulites,"
13,1 chronicles,2,54,"The sons of Salma; Bethlehem, and the Netophathites, Ataroth, the house of Joab, and half of the Manahethites, the Zorites."
13,1 chronicles,2,55,"And the families of the scribes which dwelt at Jabez; the Tirathites, the Shimeathites, and Suchathites. These are the Kenites that came of Hemath, the father of the house of Rechab."
